name,power,gender,description,in_endgame,movies_in,strength,intelligence,agility
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,condit structur record pattern fine stage requir provid move wind sens hulk save day,True,3,100,35,52
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,event address perform method deal go five center region hulk save day,True,6,100,49,44
Captain America,indomit expert tactician shield throw,Male,pattern food worri voic sea say first charact learn challeng ten box wide imag minut captain america save day,True,4,80,77,91
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,fight imag base player data whose health world site hulk save day,True,1,100,35,39
Captain America,enhanc reflex see object slow motion dodg bullet,Male,seven method finish want remain pretti summer black candid true histori laugh per data hundr attent captain america save day,True,6,81,82,77
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,red natur best food social tend approach variou fight pressur captain america save day,True,7,88,73,78
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,televis answer pretti event son join hundr keep fund cost realiti spiderman save day,False,5,62,96,99
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,light key continu anyth wait local spiderman save day,True,6,65,72,98
Spiderman,adher surfac via static silk format,Male,surfac life cover class learn either control say spiderman save day,False,5,75,69,90
Hulk,gamma radiat empow massiv leap anger,Male,condit republican inform final shoulder land phone brother capit hulk save day,True,6,97,38,88
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,line rang decis public food court commerci citizen product might listen organ black widow save day,True,5,52,79,87
Ironman,power armor suit repulsor flight,Male,professor power appear person rise sens invest believ degre back order ironman save day,True,8,67,95,57
Captain America,peak human abil vibranium shield,Male,wish south abl structur understand captain america save day,False,7,86,90,86
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,agent particip space member sit meet ok gener democrat store allow risk high young bad back black widow save day,True,7,67,76,87
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,behavior manag guess stuff hospit make avail captain america save day,True,7,90,71,75
Spiderman,adher surfac via static silk format,Male,societi instead high wife team activ spiderman save day,True,4,51,80,90
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,star success nation start race teacher pay player black widow save day,True,7,54,82,83
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,fish sens kind spring throughout interview trade knowledg citi technolog late seem style everyon sing machin spiderman save day,True,5,66,66,89
Hulk,gamma radiat empow massiv leap anger,Male,comput alway cours receiv piec grow plan hulk save day,True,2,99,35,51
Captain America,enhanc strength endur martial art expert,Male,educ whose probabl final road becom player sinc gener captain america save day,True,6,84,76,66
Ironman,power armor suit repulsor flight,Male,beauti news need task mind true actual red ironman save day,True,10,63,100,66
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,agenc might side method meet main fast prepar fli bank benefit ironman save day,True,8,78,97,74
Captain America,peak human abil vibranium shield,Male,boy lawyer nation certainli degre noth write similar artist speak smile without degre captain america save day,True,5,80,79,80
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,fine futur player age three music els strategi fight institut measur rule success employe medic hulk save day,True,4,98,47,46
Captain America,enhanc strength endur martial art expert,Male,exist process attorney arm million commerci teacher improv church book movi long captain america save day,True,6,92,72,84
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,rememb interest church win miss within deep peopl despit contain captain america save day,True,8,89,85,77
Black Widow,biochem enhanc longev red room serum slow age boost immun system,Female,rock base kitchen everi cup measur common section studi black widow save day,True,7,55,86,96
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,order execut rang loss everybodi foot everybodi prevent weight prepar ironman save day,True,10,82,96,68
Captain America,pound snap steel chain,Male,reason fish involv player tv sever onto take famili chanc easi pictur captain america save day,True,9,91,72,84
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,whole approach season data team kitchen difficult plant rememb happi open ironman save day,True,9,61,98,54
Hulk,power angryinfinit strength proport anger thunder clap,Male,chanc subject fund heart move coach paper cost bring site final hulk save day,True,5,100,29,63
Spiderman,,Male,fear owner friend lawyer polit modern spiderman save day,True,6,52,81,100
Captain America,enhanc reflex see object slow motion dodg bullet,Male,standard note wrong structur moment cold chair captain america save day,True,3,83,73,70
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,charg daughter also type watch school forget everyth poor captain america save day,True,5,85,74,81
Black Widow,acrobat combat tactic geniu,Female,bar street budget kitchen report fire teach everyon system black widow save day,True,6,55,84,86
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,bank box product confer consid hotel bar theori fear onto lawyer prove perhap enter hulk save day,True,7,97,47,34
Black Widow,peak human condit espionag wrist stinger,Female,side gener interest pay turn cours hear valu yet cultur guess crime black widow save day,True,7,57,88,97
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,would whether seri import trial increas new report sens carri control high network hulk save day,True,3,96,34,66
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,beyond side accept nearli upon imagin variou local current white fli posit tradit spiderman save day,True,6,53,75,93
Spiderman,intellect web shooter,Male,bodi scientist dream anyth toward difficult beyond form spiderman save day,True,5,61,71,91
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,name bill though inde abil differ dinner captain america save day,True,4,74,76,82
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,leader rememb sell seriou garden readi former late black widow save day,True,5,59,87,96
Captain America,enhanc strength endur martial art expert,Male,fact perhap vote alway requir rais dream young parent note ye captain america save day,True,8,83,86,73
Captain America,enhanc reflex see object slow motion dodg bullet,Male,evid recogn spring happi peac captain america save day,True,7,89,73,82
Ironman,nanotechnolog suit super strength flight,Male,presid report paint hous thought sit voic secur minut late cold take ironman save day,True,10,71,97,66
Hulk,superhuman strength anger durabl heal factor,Male,decid edg pattern three law bit appear mr citizen ahead method hulk save day,True,3,99,50,41
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,top much abil visit question issu insid recent ironman save day,True,8,78,97,58
Spiderman,adher surfac via static silk format,Male,half usual custom young confer agre road wall decid someth stori attorney spiderman save day,True,5,54,76,91
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,allow check last know babi case happen fire everyth whether ago spiderman save day,True,5,53,85,97
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,event keep eye truth writer send project cell deal black widow save day,True,8,49,82,91
Captain America,pound snap steel chain,Male,stori case pressur full decis lay captain america save day,True,6,84,81,77
Spiderman,adher surfac via static silk format,Male,garden great sign return poor realli particular court east newspap differ win father eye debat spiderman save day,True,5,58,80,86
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,show great test check signific deal consid ago black widow save day,True,7,45,80,90
Spiderman,,Male,import man report kitchen cold somebodi determin allow differ eye sit signific spiderman save day,True,4,46,78,95
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,special produc wait young think assum certain court captain america save day,True,6,89,77,70
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,head garden box hundr lead structur readi long ironman save day,True,10,69,98,73
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,pm report set old wall report purpos throw move institut actual ironman save day,True,9,69,96,62
Hulk,superhuman strength anger durabl heal factor,Male,leav institut parti approach might central stop later reveal singl hulk save day,True,4,100,33,40
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,central parent sit alon attack sing hand spiderman save day,True,7,67,74,100
Spiderman,,Male,insid machin babi edg east person order crime blood fight spiderman save day,True,5,46,82,96
Ironman,nanotechnolog suit super strength flight,Male,repres stock seven put major offic environment increas later ironman save day,True,10,61,97,61
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,page travel school process compar site door hulk save day,False,4,94,45,66
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,avoid color heart rule natur togeth behavior order ironman save day,True,8,59,100,72
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,report even beauti theori stop modern compani hear also dark hulk save day,True,6,97,18,42
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,noth organ seven challeng eye determin guy fact war citizen black widow save day,True,4,38,89,88
Captain America,enhanc strength endur martial art expert,Male,term boy describ foreign detail road vote environ loss well captain america save day,True,7,83,79,76
Black Widow,acrobat combat tactic geniu,Female,hour author major scienc develop part hard fund statement particular seem trip popul catch black widow save day,True,8,48,80,95
Black Widow,biochem enhanc longev red room serum slow age boost immun system,Female,exactli radio ever side fast number black widow save day,True,6,53,79,96
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,behind hard effect tv parent almost ever long analysi receiv educ person black widow save day,True,4,54,82,85
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,consid item treat area buy check clearli follow rememb gener wait thu suffer economi play spiderman save day,True,5,52,75,98
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,matter wrong republican social two notic edg behind captain america save day,True,8,95,70,68
Hulk,power angryinfinit strength proport anger thunder clap,Male,plant religi risk window partner civil nearli analysi color friend televis class hulk save day,True,5,97,37,31
Captain America,peak human abil vibranium shield,Male,assum big difficult per respond hot big safe environment captain america save day,True,8,79,82,78
Captain America,indomit expert tactician shield throw,Male,respons degre noth focu discuss exist captain america save day,True,8,85,68,73
Captain America,pound snap steel chain,Male,north anim fire want across ground execut huge crime sell rise wind reflect captain america save day,True,8,82,83,78
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,gener leader pay tri tough usual star notic american forc although black widow save day,True,6,49,85,93
Ironman,geniu engin energi weapon missil launcher,Male,abl teach activ anim hair turn condit whether along sort research pretti differ eat troubl ironman save day,True,8,72,97,74
Captain America,enhanc strength endur martial art expert,Male,minut within possibl eye agenc suggest former captain america save day,True,5,82,74,83
Black Widow,peak human condit espionag wrist stinger,Female,soldier number yet past much soldier reason black widow save day,True,5,49,86,93
Captain America,enhanc reflex see object slow motion dodg bullet,Male,western hair film standard materi increas goal stock intern wind captain america save day,False,8,82,79,87
Black Widow,acrobat combat tactic geniu,Female,mind easi billion agenc media hospit unit feel low black widow save day,True,6,48,80,96
Black Widow,master spi martial artist expert marksman,Female,idea produc number bad main world bar secur morn fight seem black widow save day,True,6,53,90,91
Captain America,master tactician combat strategi battlefield analysi leadership,Male,home tough deal final stand professor citi captain america save day,True,6,83,84,82
Black Widow,biochem enhanc longev red room serum slow age boost immun system,Female,sens nation fine present focu rememb method teach yeah black widow save day,False,7,54,84,90
Captain America,indomit expert tactician shield throw,Male,cost present develop creat subject risk southern employe appear bar centuri captain america save day,False,7,85,76,81
Ironman,power armor suit repulsor flight,Male,art custom recent even let war produc product ironman save day,True,8,74,96,67
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,structur howev activ lose tax could black widow save day,True,6,60,88,94
Hulk,gamma radiat empow massiv leap anger,Male,nation weight involv trip fire heavi least allow news team field relationship man hulk save day,False,5,96,39,28
Ironman,nanotechnolog suit super strength flight,Male,want author threat matter test high fear approach take case custom import notic trade leader first ironman save day,True,8,73,97,68
Black Widow,widow bite wrist gauntlet deliv electr blast tear ga,Female,materi anyth music start face stock hospit group black widow save day,True,7,55,85,94
Hulk,superhuman strength anger durabl heal factor,Male,rais hope enjoy eye someth high firm morn best govern hulk save day,True,4,96,61,47
Hulk,invulner skin resist nuclear blast artilleri shell extrem temperatur,Male,parti stori moment mother necessari seri box leav babi standard type look find guy stage hulk save day,True,6,99,47,56
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,heart agreement us stuff practic social case expert spiderman save day,True,4,51,74,98
Captain America,enhanc reflex see object slow motion dodg bullet,Male,recent pattern treat second research reflect see school week statement month particip captain america save day,True,7,89,79,82
Ironman,power armor suit repulsor flight,Male,tradit everi land chanc pass pay posit materi third look ironman save day,True,10,69,96,80
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,save societi creat paper fine food mention age black widow save day,True,7,40,90,97
Captain America,indomit expert tactician shield throw,Male,analysi ahead cup compani respons fund never condit success treat captain america save day,True,8,83,83,73
Captain America,indomit expert tactician shield throw,Male,yard natur front question wrong seriou hospit month execut captain america save day,True,7,86,82,70
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,coach congress husband front citizen kitchen good ironman save day,True,8,71,100,81
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,sign discuss state must particular child black widow save day,False,5,52,89,93
Black Widow,master spi martial artist expert marksman,Female,central forc small friend impact present like wind perform civil us black widow save day,True,6,55,84,87
Ironman,geniu engin energi weapon missil launcher,Male,evid case current moment piec soon ironman save day,True,7,50,98,60
Captain America,master tactician combat strategi battlefield analysi leadership,Male,commerci data pm relationship explain continu tradit perform school captain america save day,True,8,74,79,76
Captain America,indomit expert tactician shield throw,Male,happen build bar major protect meet age event seat congress captain america save day,True,7,90,80,80
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,voic american seven discuss enough doctor protect militari social hold truth thing alway possibl ironman save day,True,8,81,100,69
Captain America,master tactician combat strategi battlefield analysi leadership,Male,whatev side seem give rememb play happi around histori interest east local tv captain america save day,True,6,85,85,66
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,discuss fact cover brother let someon scene debat past increas anim glass south defens polit real hulk save day,True,5,100,39,55
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,militari piec littl level follow probabl top black widow save day,True,8,44,91,96
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,deal occur option across mention mean result els system captain america save day,True,9,93,93,79
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,charact manag game find son less social ironman save day,True,10,64,97,67
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,almost anyth growth current happi less howev type race drop ironman save day,True,9,75,97,77
Captain America,enhanc reflex see object slow motion dodg bullet,Male,heart take develop protect give life movement stand board captain america save day,True,8,80,83,81
Captain America,peak human abil vibranium shield,Male,inde confer pay probabl recogn believ recogn captain america save day,True,5,78,82,83
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,cell star success color adult beyond famili movement hospit back shake qualiti child captain america save day,True,9,79,82,74
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,offic north within prove full mission red believ product eat gener put stuff ironman save day,True,8,72,98,68
Ironman,geniu engin energi weapon missil launcher,Male,sign wall state tri memori number occur ironman save day,True,8,65,99,72
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,choos rock beat scienc drug per challeng strategi explain ga sound figur ironman save day,True,9,65,95,42
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,today mind red head window believ card star avoid ironman save day,True,8,71,100,58
Black Widow,master spi martial artist expert marksman,Female,life leav four question region effort section age budget improv main black widow save day,True,4,55,78,84
Black Widow,biochem enhanc longev red room serum slow age boost immun system,Female,tonight commun throughout sens inform ask partner boy black widow save day,True,4,50,90,97
Hulk,power angryinfinit strength proport anger thunder clap,Male,smile less plant team audienc throw hulk save day,True,4,97,45,50
Ironman,power armor suit repulsor flight,Male,threat high expert place certain cold space front piec occur support author class direct ironman save day,True,9,63,98,59
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,probabl centuri husband opportun big understand within ask window full organ wrong studi hulk save day,True,5,98,53,34
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,treatment larg memori score relat actual serv buy door invest bag case materi captain america save day,True,3,85,81,85
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,girl small system mission vote spend black widow save day,True,5,46,87,88
Black Widow,acrobat combat tactic geniu,Female,whatev third mr respond parent writer resourc still art speech stock rise black widow save day,True,6,40,90,91
Black Widow,acrobat combat tactic geniu,Female,hold five hundr forc execut push black widow save day,True,4,57,75,92
Captain America,pound snap steel chain,Male,seriou reveal left social fine could show recent decid last next hear offic campaign wall captain america save day,True,6,92,71,84
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,truth respond tri build threat manag beauti carri everyth protect black widow save day,True,5,54,87,93
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,four best fact loss former articl scienc purpos black widow save day,True,8,65,88,99
Captain America,pound snap steel chain,Male,cold kid measur set standard soldier high take serv tv captain america save day,True,7,86,79,87
Black Widow,multilingu fluent dozen languag global undercov oper,Female,night babi gun machin discov skill discov still would understand train black widow save day,True,7,51,80,92
Hulk,gamma radiat empow massiv leap anger,Male,hundr messag right toward test discuss art affect offic network environment possibl threat hulk save day,True,4,100,54,42
Black Widow,multilingu fluent dozen languag global undercov oper,Female,threat husband famili perhap hope across follow charact talk mother presid black widow save day,True,7,58,83,89
Hulk,power angryinfinit strength proport anger thunder clap,Male,field magazin social central oper thu threat democrat standard major busi hulk save day,True,5,99,36,71
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,law design stay major good captain america save day,True,8,87,73,78
Spiderman,adher surfac via static silk format,Male,compani appear score moment second live sing spiderman save day,True,3,61,76,92
Ironman,geniu engin energi weapon missil launcher,Male,consid fish speak particularli polici bit mani ironman save day,True,8,57,98,59
Captain America,master tactician combat strategi battlefield analysi leadership,Male,insid nearli son research foot share think mayb type captain america save day,True,6,80,79,74
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,presid girl condit mr road develop age spiderman save day,True,6,60,65,89
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,televis argu mouth record nation littl east everyon six certain hulk save day,True,6,95,24,59
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,compar militari anyon eat summer lead soon properti write spiderman save day,True,5,70,63,95
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,consum like clear level break time manag kid writer night hulk save day,True,3,98,44,63
Spiderman,,Male,materi pressur rang either start polit make collect spiderman save day,True,6,50,71,96
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,speak court work key tree bodi player bag captain america save day,True,6,85,82,88
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,scene four public tonight today colleg worri reveal hand add professor indic properti articl cover seven black widow save day,True,6,49,74,96
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,religi fire item usual fish success black widow save day,True,6,62,87,97
Black Widow,acrobat combat tactic geniu,Female,program paint somebodi game brother impact measur chanc manag thing cup confer law coach industri black widow save day,True,7,55,77,88
Black Widow,acrobat combat tactic geniu,Female,like clear assum fight understand kitchen point mr consum singl sever degre mayb floor black widow save day,True,3,46,74,91
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,paint babi realiz local present area interest establish bit guy singl friend captain america save day,False,5,89,85,88
Spiderman,,Male,third choos senior anyon bank kitchen interest parent increas democrat mention gener book question spiderman save day,True,3,55,60,92
Hulk,gamma radiat empow massiv leap anger,Male,window sit particip teach big none medic cold hulk save day,True,2,97,27,54
Ironman,ai assist tactic analysi hack via system like jarvi friday,Male,follow wish run join polic maintain fish religi threat parti ironman save day,True,9,81,98,70
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,vote major guy expert import peopl quit kid captain america save day,True,4,86,68,79
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,lawyer chair intern includ begin interest candid democrat back qualiti idea next hulk save day,True,5,100,46,31
Captain America,peak human abil vibranium shield,Male,interest meet room look middl captain america save day,True,7,80,85,76
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,dream compani realiti respons partner step feel industri newspap court worri hulk save day,True,4,94,34,51
Hulk,gamma radiat empow massiv leap anger,Male,born administr wife teacher decid possibl power job person hulk save day,True,6,97,35,53
Black Widow,acrobat combat tactic geniu,Female,statement tell young place make list seek space although ahead thu check save black widow save day,True,6,72,75,91
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,six least buy tax kid dark read car practic citi usual ever pressur economi ironman save day,True,8,83,100,60
Ironman,nanotechnolog suit super strength flight,Male,involv train show prevent north citizen attack mouth rest ironman save day,True,7,65,99,54
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,eye wide materi rate letter chang perhap professor field explain son captain america save day,True,5,82,85,83
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,worri term major foot leader east among ironman save day,True,8,70,95,41
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,remain present level speak job watch two econom cup suffer respons captain america save day,True,5,86,90,80
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,sea call alon issu real wrong car term truth toward great news republican black widow save day,True,5,54,94,86
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,run brother tonight friend invest model enjoy window physic mani member ironman save day,True,9,88,97,58
Spiderman,adher surfac via static silk format,Male,law street class great prove reduc rais spiderman save day,True,3,62,68,89
Captain America,master tactician combat strategi battlefield analysi leadership,Male,staff perform parent invest note hear plan ask cold almost memori captain america save day,True,7,93,75,90
Captain America,enhanc strength endur martial art expert,Male,day approach truth write soon recent develop miss contain captain america save day,True,8,83,80,71
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,guy respond memori power invest buy certainli black widow save day,True,10,71,84,91
Captain America,indomit expert tactician shield throw,Male,hear million condit republican moment low listen ok point power debat thu later captain america save day,True,6,81,74,75
Captain America,master tactician combat strategi battlefield analysi leadership,Male,shoulder claim white might rock prepar us game size captain america save day,False,7,92,74,90
Hulk,power angryinfinit strength proport anger thunder clap,Male,grow benefit happen custom knowledg hold environment outsid bed hulk save day,True,1,100,25,46
Captain America,enhanc reflex see object slow motion dodg bullet,Male,interest realli includ soldier four soon presid earli industri market move mouth start captain america save day,True,6,82,76,81
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,lay war put vote centuri data pictur especi plan popul research posit captain america save day,True,7,80,91,76
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,commerci way least readi gun join black job hundr bad second spiderman save day,True,3,74,83,93
Black Widow,master spi martial artist expert marksman,Female,reduc might whose carri time polici black widow save day,True,3,51,81,94
Captain America,enhanc strength endur martial art expert,Male,far centuri tabl tree drug still argu case captain america save day,True,6,91,76,82
Hulk,gamma radiat empow massiv leap anger,Male,research visit program suddenli doctor feder project spring caus help scene black might court hulk save day,True,5,96,31,56
Hulk,superhuman strength anger durabl heal factor,Male,fear turn indic condit public particularli realiti organ skin concern lay often use behavior feder hulk save day,True,7,100,35,65
Hulk,superhuman strength anger durabl heal factor,Male,wonder interest method imagin seven fire letter mind mani guess explain reveal hulk save day,True,5,99,23,40
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,black whether player stock religi safe whole establish space mr low room spiderman save day,True,3,47,71,98
Spiderman,superhuman agil lift car punch wall strength cling wall,Male,fight decis size parent focu kid put spiderman save day,True,5,55,64,95
Captain America,immun fatigu metabol prevent lactic acid buildup allow endless fight,Male,art actual democrat stand could bit decad captain america save day,True,6,81,86,89
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,discuss pressur contain medic key fish network black widow save day,True,6,40,87,88
Ironman,geniu engin energi weapon missil launcher,Male,plan coach caus deal deal arriv go exactli much food region eye environ teach world quickli ironman save day,True,10,65,98,61
Spiderman,adher surfac via static silk format,Male,sever marriag method materi final age war measur democrat spiderman save day,True,3,56,82,92
Spiderman,intellect web shooter,Male,soon ten specif environ skin blue teach develop staff least figur somebodi spiderman save day,False,5,59,61,94
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,player third gener add cover exist treatment intern black widow save day,True,6,37,80,98
Ironman,geniu engin energi weapon missil launcher,Male,true avoid young cup posit speak begin suggest speak busi walk ironman save day,True,10,60,98,59
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,state one manag scienc differ social hulk save day,True,1,100,50,52
Captain America,peak human abil vibranium shield,Male,spend cup anyon manag anoth ever budget laugh option door captain america save day,True,4,85,69,84
Ironman,nanotechnolog suit super strength flight,Male,notic design babi foot lot major togeth reflect standard believ polit also space ironman save day,True,8,53,97,64
Ironman,repulsor blast cyberpath interfac unibeam devast concentr energi blast emit chest reactor,Male,state score import effect cultur build system democrat station ironman save day,True,8,58,100,73
Hulk,power angryinfinit strength proport anger thunder clap,Male,four threat billion seat serv polic decid custom expert mother signific provid even hulk save day,True,4,96,56,46
Captain America,went past leader ship qualiti worthi among aveng lift thor hammer,Male,unit benefit wind confer appear woman practic order wide captain america save day,True,8,78,83,87
Ironman,geniu engin energi weapon missil launcher,Male,travel forget deal catch must son televis final relat model ironman save day,True,9,67,98,69
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,cours staff person space determin woman whose alreadi manag region paper accord hulk save day,True,3,100,38,43
Hulk,environment adapt surviv indefinit vacuum space deep ocean pressur,Male,seriou amount blue soldier messag arriv budget educ properti senior site turn day hulk save day,False,6,99,43,62
Spiderman,,Male,matter case four listen lead paper middl foreign parti class wrong school spiderman save day,True,6,62,77,93
Spiderman,,Male,product hundr set alreadi educ break signific ten stay abil spiderman save day,True,7,63,66,98
Hulk,thunderclap slam hand togeth creat shockwav deafen foe blow away target,Male,administr protect class learn less hulk save day,True,4,98,31,55
Captain America,enhanc strength endur martial art expert,Male,understand wait wife health major polit open impact although tv creat captain america save day,True,6,84,87,77
Spiderman,adher surfac via static silk format,Male,rest moment shoulder statement avail win polit last quit gener sister spiderman save day,True,4,52,70,98
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,consum star memori center quit simpli cup seat moment sister none anoth black widow save day,True,8,52,91,86
Hulk,power angryinfinit strength proport anger thunder clap,Male,less nice job posit alreadi citi carri elect sound probabl compar hulk save day,True,5,99,25,22
Black Widow,elit spi tactician master psycholog manipul interrog stealth hack,Female,key elect skill employe manag dinner compani black widow save day,True,6,55,82,91
Black Widow,peak human condit espionag wrist stinger,Female,war administr inform beyond growth final black widow save day,True,5,44,82,93
Spiderman,regen heal recov broken bone injuri rapidli enhanc durabl,Male,financi add impact differ success box water posit child spiderman save day,True,6,54,78,98
Black Widow,heal recov deep wound fractur trauma much faster normal human,Female,heavi line probabl offic simpl moment food western give pay identifi black widow save day,True,6,41,88,93
Spiderman,intellect web shooter,Male,detail audienc piec director town teacher audienc draw protect democrat car number line six space spiderman save day,True,3,57,77,98
Spiderman,intellect web shooter,Male,dark mr clearli take kind quit respons major togeth knowledg argu car inde spiderman save day,True,7,55,68,94
Spiderman,,Male,mr son today major event magazin home protect someth right subject tri spiderman save day,True,3,66,83,91
Hulk,power angryinfinit strength proport anger thunder clap,Male,health run adult employe ok certainli leav realli group hulk save day,True,4,100,45,14
Ironman,power armor suit repulsor flight,Male,bad argu side girl stage indic test thank dinner present activ ironman save day,True,10,75,95,79
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,pull caus field educ child institut help last old move type thank spiderman save day,False,4,48,68,89
Captain America,indomit expert tactician shield throw,Male,decis inform threat plant late claim feder tough captain america save day,True,6,81,90,74
Ironman,power armor suit repulsor flight,Male,clearli well mission situat result cold camera ironman save day,True,8,66,98,67
Captain America,vibranium shield masteri perfect ricochet physic knowledg offens defens throw,Male,ground offic receiv issu deal becom turn help captain america save day,True,5,76,77,80
Spiderman,great power come great respons leap extrem distanc flip effortlessli,Male,other wonder strategi fast guess remain call anim approach factor want point sell bill spiderman save day,True,5,90,78,99
Black Widow,expert marksman flawless accuraci firearm throw knive rang weapon,Female,weight page line decis form section clearli resourc listen fish confer like year black widow save day,True,8,42,87,93
Ironman,advanc durabl shell made alloy resist missil energi attack,Male,son includ good movi red enjoy expert human see garden ironman save day,False,7,67,95,50
Captain America,enhanc strength endur martial art expert,Male,modern prove els store begin top garden send clearli glass industri littl read captain america save day,True,7,83,74,80
Captain America,enhanc strength endur martial art expert,Male,lose none know clear forward choic argu realiti physic captain america save day,True,5,81,81,78
Captain America,enhanc strength endur martial art expert,Male,risk certain follow camera good captain america save day,True,4,93,78,81
